frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,quat_s,quat_v1,quat_v2,quat_v3,areoid,radius,sclk,sol
ROVER,9,5156,-1,-910.608,81.631,15.624,1092385.777,4354577.125,18.429208796,18.346169209,77.452362701,-2585.345,9056.89,13988.50,2264.22,3497.13,-1.011,2.239,14.216,0.992064800,-0.011171350,0.018295880,0.123886620,3394509.984,3391924.639,698109654,351
ROVER,9,5676,-1,-851.029,78.502,12.261,1092445.356,4354573.996,18.430213930,18.346169209,77.452307045,-2581.982,8818.58,13975.98,2204.64,3494.00,-0.285,4.619,27.425,0.970680600,-0.011968150,0.038561523,0.236957610,3394509.753,3391927.770,698190686,352
ROVER,9,6214,-1,-781.608,94.563,7.541,1092514.777,4354590.056,18.431385104,18.346169209,77.452592701,-2577.262,8540.89,14040.23,2135.22,3510.06,0.223,1.797,50.587,0.904030560,-0.004938485,0.015010229,0.427175700,3394509.473,3391932.210,698279657,353
ROVER,9,6884,-1,-694.616,67.569,5.280,1092601.769,4354563.063,18.432852712,18.346169209,77.452112585,-2575.001,8192.92,13932.25,2048.23,3483.06,-0.834,2.942,14.386,0.991753460,-0.010428982,0.024559475,0.125351970,3394509.152,3391934.151,698285003,353
ROVER,9,7344,-1,-608.983,69.831,3.310,1092687.402,4354565.325,18.434297393,18.346169209,77.452152818,-2573.031,7850.39,13941.30,1962.60,3485.33,4.433,3.450,4.509,0.998071550,0.037440915,0.031580396,0.038131670,3394508.858,3391935.827,698366013,354
ROVER,9,7758,-1,-535.115,54.600,1.132,1092761.270,4354550.094,18.435543590,18.346169209,77.451881915,-2570.854,7554.92,13880.38,1888.73,3470.09,1.325,2.177,-22.886,0.979836000,0.015098886,0.016320243,-0.198562760,3394508.642,3391937.788,698369064,354
ROVER,9,7894,-1,-512.415,48.644,1.092,1092783.970,4354544.138,18.435926553,18.346169209,77.451775968,-2570.813,7464.12,13856.55,1866.03,3464.14,0.021,-0.046,-35.076,0.953518150,0.000052427,-0.000439726,-0.301335220,3394508.580,3391937.767,698370264,354
ROVER,9,8284,-1,-442.733,21.613,0.497,1092853.652,4354517.107,18.437102131,18.346169209,77.451295182,-2570.219,7185.39,13748.43,1796.35,3437.11,1.059,0.767,-20.189,0.984444440,0.010275811,0.004973015,-0.175324870,3394508.427,3391938.209,698456670,355
ROVER,9,8710,-1,-366.302,-1.271,0.371,1092930.083,4354494.222,18.438391568,18.346169209,77.450888157,-2570.093,6879.67,13656.89,1719.92,3414.22,2.946,0.690,-27.177,0.971633400,0.026398437,-0.000185415,-0.235014130,3394508.285,3391938.193,698459899,355
ROVER,9,9100,-1,-294.132,8.983,-0.005,1093002.253,4354504.477,18.439609119,18.346169209,77.451070547,-2569.717,6590.99,13697.91,1647.75,3424.48,6.335,-2.291,36.428,0.947910700,0.058716804,-0.001691385,0.313072980,3394508.092,3391938.376,698462928,355
ROVER,9,9314,-1,-265.739,31.038,0.038,1093030.646,4354526.532,18.440088126,18.346169209,77.451462820,-2569.760,6477.42,13786.13,1619.35,3446.53,1.826,-0.604,-45.594,0.921786100,0.012651218,-0.011033218,-0.387335200,3394507.963,3391938.204,698465130,355
ROVER,9,9436,-1,-230.202,55.411,-0.003,1093066.183,4354550.905,18.440687657,18.346169209,77.451896332,-2569.719,6335.27,13883.62,1583.82,3470.90,0.513,1.729,45.258,0.922926300,-0.001675773,0.015648078,0.384654900,3394507.789,3391938.070,698719687,358
SITE,10,-1,-1,-230.070,55.204,-0.003,1093066.315,4354550.697,18.440689884,18.346169209,77.451892644,-2569.719,6334.74,13882.79,1583.69,3470.70,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394507.789,3391938.070,698814657,359
ROVER,10,516,-1,-144.704,48.229,-0.516,1093151.681,4354543.723,18.442130060,18.346169209,77.451768592,-2569.205,5993.28,13854.89,1498.32,3463.72,-1.526,1.487,-28.654,0.968774300,-0.009687088,0.015867896,-0.247246250,3394507.533,3391938.328,698900226,360
ROVER,10,1114,-1,-42.391,70.830,-0.500,1093253.994,4354566.324,18.443856142,18.346169209,77.452170588,-2569.222,5584.02,13945.30,1396.01,3486.32,2.714,-1.556,25.708,0.974505250,0.026106035,-0.007966406,0.222698290,3394507.107,3391937.885,698905583,360
ROVER,10,1178,-1,-37.545,82.310,-0.773,1093258.840,4354577.804,18.443937897,18.346169209,77.452374771,-2568.948,5564.64,13991.22,1391.16,3497.80,-1.145,2.334,108.390,0.584715700,-0.022364259,0.003810281,0.810920950,3394507.066,3391938.118,698987187,361
ROVER,10,1224,-1,-39.016,86.740,-0.979,1093257.369,4354582.234,18.443913081,18.346169209,77.452453561,-2568.743,5570.52,14008.93,1392.63,3502.23,4.444,0.246,-141.288,0.331108600,0.014875976,-0.035870940,-0.942793250,3394507.058,3391938.315,698987710,361
SITE,11,-1,-1,-40.147,85.854,-0.999,1093256.238,4354581.348,18.443894000,18.346169209,77.452437803,-2568.722,5575.05,14005.39,1393.76,3501.35,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394507.064,3391938.342,698990234,361
ROVER,11,108,-1,-39.695,85.665,-0.999,1093256.690,4354581.159,18.443901625,18.346169209,77.452434450,-2568.722,5573.24,14004.64,1393.31,3501.16,2.464,1.115,-162.715,0.150017280,0.012851167,-0.019793207,-0.988401700,3394507.064,3391938.342,699082013,362
ROVER,11,1110,-1,98.192,31.641,-0.887,1093394.577,4354527.135,18.446227863,18.346169209,77.451473549,-2568.834,5021.69,13788.54,1255.42,3447.13,-0.672,3.467,36.837,0.948268600,-0.015118707,0.026850104,0.315970240,3394506.644,3391937.810,700590641,379
ROVER,11,2472,-1,262.187,191.961,0.035,1093558.572,4354687.455,18.448994557,18.346169209,77.454325072,-2569.756,4365.71,14429.82,1091.43,3607.46,-0.457,-0.057,35.137,0.953350500,-0.003651986,-0.001680896,0.301838870,3394506.040,3391936.284,700683201,380
SITE,12,-1,-1,262.281,191.942,0.035,1093558.666,4354687.436,18.448996143,18.346169209,77.454324737,-2569.756,4365.34,14429.74,1091.33,3607.44,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394506.040,3391936.284,700768120,381
SITE,13,-1,-1,392.906,451.452,1.480,1093689.291,4354946.946,18.451199866,18.346169209,77.458940484,-2571.202,3842.84,15467.78,960.71,3866.95,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.562,3391934.360,700866102,382
ROVER,13,1280,-1,539.402,615.561,0.922,1093835.787,4355111.055,18.453671342,18.346169209,77.461859398,-2570.644,3256.85,16124.22,814.21,4031.05,2.091,1.978,34.666,0.954381170,0.012274187,0.021908833,0.297533120,3394505.259,3391934.615,700948638,383
ROVER,13,2448,-1,740.847,623.761,-0.952,1094037.232,4355119.255,18.457069841,18.346169209,77.462005243,-2568.770,2451.07,16157.02,612.77,4039.25,-3.725,1.904,34.674,0.953771530,-0.035966985,0.006172006,0.298308730,3394504.684,3391935.914,701036521,384
SITE,14,-1,-1,753.855,619.934,-0.900,1094050.240,4355115.428,18.457289294,18.346169209,77.461937182,-2568.821,2399.04,16141.71,599.76,4035.43,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394504.637,3391935.816,701124871,385
ROVER,14,1176,-1,961.441,687.172,-1.833,1094257.826,4355182.666,18.460791395,18.346169209,77.463133112,-2567.888,1568.70,16410.67,392.17,4102.67,0.548,0.862,33.103,0.958537400,0.002442065,0.008570670,0.284827320,3394504.058,3391936.169,701214981,386
SITE,15,-1,-1,1179.843,599.821,-1.980,1094476.228,4355095.315,18.464475969,18.346169209,77.461579442,-2567.741,695.09,16061.26,173.77,4015.31,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394503.508,3391935.767,701307502,387
ROVER,15,1334,-1,1341.200,418.332,-5.027,1094637.585,4354913.826,18.467198159,18.346169209,77.458351403,-2564.694,49.66,15335.30,12.42,3833.83,-1.377,1.131,-79.625,0.768129600,-0.002909795,0.015269927,-0.640105700,3394503.452,3391938.758,701393731,388
SITE,16,-1,-1,1406.346,198.502,-6.531,1094702.731,4354693.996,18.468297212,18.346169209,77.454441413,-2563.190,-210.92,14455.98,-52.73,3614.00,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394503.029,3391939.839,701485996,389
SITE,17,-1,-1,1401.068,70.095,-7.605,1094697.453,4354565.589,18.468208169,18.346169209,77.452157512,-2562.117,-189.81,13942.36,-47.45,3485.59,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394502.765,3391940.649,701920308,394
ROVER,17,1064,-1,1379.541,-124.589,-13.369,1094675.926,4354370.905,18.467844995,18.346169209,77.448694780,-2556.352,-103.70,13163.62,-25.93,3290.91,-2.727,2.530,-105.229,0.607275300,0.003095262,0.032305487,-0.793828370,3394502.524,3391946.172,702011241,395
SITE,18,-1,-1,1351.417,-278.783,-11.979,1094647.802,4354216.711,18.467370526,18.346169209,77.445952222,-2557.743,8.79,12546.84,2.20,3136.71,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394502.599,3391944.857,702101051,396
ROVER,18,320,-1,1316.846,-323.759,-11.937,1094613.231,4354171.735,18.466787293,18.346169209,77.445152253,-2557.784,147.08,12366.94,36.77,3091.73,-0.196,-1.241,-170.409,0.083576690,-0.010935851,0.000795244,-0.996441000,3394502.686,3391944.902,702188228,397
ROVER,18,1622,-1,1245.517,-472.675,-11.225,1094541.902,4354022.819,18.465583929,18.346169209,77.442503572,-2558.496,432.39,11771.28,108.10,2942.82,-0.780,-0.357,-120.002,0.499953030,-0.006102748,0.004334646,-0.866020140,3394502.898,3391944.402,702280589,398
SITE,19,-1,-1,1155.074,-665.512,-12.731,1094451.459,4353829.982,18.464058101,18.346169209,77.439073697,-2556.991,794.16,10999.93,198.54,2749.98,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394503.087,3391946.096,702370256,399
ROVER,19,1126,-1,1029.737,-832.392,-14.548,1094326.122,4353663.102,18.461943590,18.346169209,77.436105497,-2555.174,1295.51,10332.41,323.88,2583.10,-2.219,1.591,-106.201,0.600456300,-0.000520427,0.023817824,-0.799302600,3394503.306,3391948.132,702455736,400
ROVER,19,2066,-1,1009.133,-1008.244,-17.794,1094305.518,4353487.249,18.461595988,18.346169209,77.432977706,-2551.927,1377.93,9629.00,344.48,2407.25,-1.756,-1.066,-134.702,0.384887800,-0.014485061,0.010563720,-0.922789200,3394503.370,3391951.443,702543406,401
SITE,20,-1,-1,951.035,-1175.822,-17.663,1094247.420,4353319.672,18.460615840,18.346169209,77.429997101,-2552.059,1610.32,8958.69,402.58,2239.67,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394503.535,3391951.476,702637060,402
ROVER,20,1422,-1,874.124,-1414.238,-21.990,1094170.509,4353081.256,18.459318305,18.346169209,77.425756529,-2547.731,1917.96,8005.02,479.49,2001.26,-0.065,-0.689,37.620,0.946577550,0.001406820,-0.005876849,0.322419580,3394503.737,3391956.006,702813785,404
SITE,21,-1,-1,741.337,-1637.669,-19.853,1094037.722,4352857.825,18.457078108,18.346169209,77.421782501,-2549.868,2449.11,7111.30,612.28,1777.83,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394503.990,3391954.122,702906313,405
ROVER,21,1126,-1,641.577,-1817.517,-18.171,1093937.962,4352677.976,18.455395096,18.346169209,77.418583632,-2551.551,2848.15,6391.91,712.04,1597.98,-0.513,-0.497,-117.329,0.520020000,-0.006032170,0.001571316,-0.854131340,3394504.357,3391952.807,703076663,407
ROVER,21,2560,-1,548.979,-2067.602,-20.451,1093845.364,4352427.892,18.453832912,18.346169209,77.414135523,-2549.271,3218.54,5391.57,804.64,1347.89,-0.745,-0.036,-101.102,0.635374400,-0.004375315,0.004823985,-0.772176740,3394504.778,3391955.507,703168481,408
ROVER,21,2746,-1,550.600,-2101.777,-21.125,1093846.985,4352393.717,18.453860259,18.346169209,77.413527668,-2548.596,3212.06,5254.87,803.01,1313.72,-0.853,0.064,-89.471,0.710344430,-0.004892698,0.005637363,-0.703814600,3394504.759,3391956.162,703248699,409
SITE,22,-1,-1,555.690,-2276.555,-24.120,1093852.075,4352218.939,18.453946131,18.346169209,77.410418987,-2545.601,3191.70,4555.75,797.93,1138.94,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394504.754,3391959.153,703259691,409
ROVER,22,412,-1,570.884,-2354.783,-25.173,1093867.269,4352140.711,18.454202463,18.346169209,77.409027591,-2544.548,3130.92,4242.84,782.73,1060.71,-0.631,-0.006,-126.881,0.447116940,-0.002506699,0.004899606,-0.894458600,3394504.757,3391960.209,703605010,413
ROVER,22,532,-1,555.049,-2366.584,-24.969,1093851.434,4352128.910,18.453935316,18.346169209,77.408817708,-2544.753,3194.26,4195.64,798.57,1048.91,-0.927,-0.258,-149.444,0.263473180,-0.004299347,0.007208025,-0.964630200,3394504.846,3391960.093,703607259,413
ROVER,22,634,-1,537.630,-2375.707,-24.676,1093834.015,4352119.787,18.453641447,18.346169209,77.408655435,-2545.045,3263.94,4159.15,815.99,1039.79,-0.417,-0.567,-167.927,0.105143330,-0.005299321,0.003102637,-0.994438100,3394504.939,3391959.894,703609501,413
ROVER,22,788,-1,508.863,-2380.834,-24.446,1093805.248,4352114.660,18.453156131,18.346169209,77.408564240,-2545.275,3379.01,4138.64,844.75,1034.66,-0.565,-0.555,-179.744,0.002211439,-0.004854269,0.004922428,-0.999973650,3394505.064,3391959.789,703612179,413
ROVER,22,822,-1,501.473,-2385.735,-24.587,1093797.858,4352109.759,18.453031457,18.346169209,77.408477068,-2545.134,3408.57,4119.03,852.14,1029.76,-0.497,-0.377,-141.400,0.330493270,-0.004540972,0.003004057,-0.943792640,3394505.109,3391959.974,703692469,414
SITE,23,-1,-1,436.925,-2522.210,-24.931,1093733.310,4351973.284,18.451942493,18.346169209,77.406049669,-2544.790,3666.76,3573.14,916.69,893.28,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.482,3391960.692,703703528,414
ROVER,23,824,-1,286.525,-2570.768,-29.444,1093582.910,4351924.726,18.449405154,18.346169209,77.405185997,-2540.278,4268.36,3378.90,1067.09,844.73,-4.653,3.199,-167.033,0.113908150,0.023133563,0.043467775,-0.992270300,3394505.959,3391965.682,703789926,415
ROVER,23,1180,-1,221.372,-2590.975,-35.040,1093517.757,4351904.519,18.448305984,18.346169209,77.404826581,-2534.681,4528.97,3298.07,1132.24,824.52,-3.096,5.285,-169.504,0.092576460,0.043425820,0.031086333,-0.994272300,3394506.173,3391971.492,703877329,416
ROVER,23,2096,-1,258.963,-2744.114,-45.859,1093555.348,4351751.380,18.448940167,18.346169209,77.402102798,-2523.862,4378.61,2685.52,1094.65,671.38,6.231,3.532,-80.271,0.761948900,0.061369453,-0.011492707,-0.644620540,3394506.054,3391982.191,704054781,418
ROVER,23,2532,-1,249.952,-2770.032,-48.811,1093546.337,4351725.461,18.448788146,18.346169209,77.401641794,-2520.911,4414.65,2581.85,1103.66,645.46,5.702,2.809,-78.863,0.770421860,0.053958792,-0.012675260,-0.635120450,3394506.081,3391985.171,704141873,419
ROVER,23,2872,-1,311.410,-2785.697,-46.649,1093607.795,4351709.797,18.449824979,18.346169209,77.401363179,-2523.072,4168.82,2519.19,1042.21,629.80,-0.521,0.445,-80.130,0.765311500,-0.000977216,0.005900687,-0.643632300,3394505.885,3391982.813,704230199,420
ROVER,23,3142,-1,351.187,-2781.437,-43.321,1093647.572,4351714.057,18.450496041,18.346169209,77.401438951,-2526.400,4009.71,2536.23,1002.43,634.06,3.902,1.301,-89.947,0.706704500,0.032102447,-0.016032098,-0.706598300,3394505.787,3391979.386,704320704,421
SITE,24,-1,-1,355.353,-2782.379,-43.257,1093651.738,4351713.115,18.450566324,18.346169209,77.401422188,-2526.465,3993.05,2532.46,998.26,633.11,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.774,3391979.309,704408776,422
ROVER,24,902,-1,332.260,-2669.071,-35.104,1093628.645,4351826.423,18.450176731,18.346169209,77.403437532,-2534.617,4085.42,2985.69,1021.35,746.42,-3.334,-6.263,68.019,0.828247100,0.006465234,-0.061509885,0.556939400,3394505.830,3391971.213,704763907,426
ROVER,24,1328,-1,321.703,-2609.411,-30.622,1093618.088,4351886.083,18.449998628,18.346169209,77.404498681,-2539.100,4127.65,3224.33,1031.91,806.08,1.871,-6.781,35.158,0.951214800,0.033399444,-0.051446540,0.302370880,3394505.855,3391966.756,704851220,427
ROVER,24,1970,-1,412.531,-2564.679,-25.737,1093708.916,4351930.815,18.451530952,18.346169209,77.405294292,-2543.985,3764.34,3403.26,941.08,850.81,-2.073,0.045,6.834,0.998058500,-0.018083053,-0.000687839,0.059596416,3394505.587,3391961.603,704940845,428
ROVER,24,1992,-1,412.606,-2564.679,-25.737,1093708.991,4351930.815,18.451532217,18.346169209,77.405294292,-2543.985,3764.04,3403.26,941.01,850.81,-0.524,-1.447,-69.643,0.820829630,-0.010969279,-0.007755599,-0.571015060,3394505.587,3391961.603,705115375,430
ROVER,24,2770,-1,491.727,-2438.874,-24.671,1093788.112,4352056.620,18.452867036,18.346169209,77.407531925,-2545.051,3447.55,3906.48,861.89,976.62,-0.109,-0.340,-70.277,0.817757900,-0.002488186,-0.001881607,-0.575553900,3394505.206,3391960.155,705296693,432
ROVER,24,2824,-1,492.688,-2432.559,-24.646,1093789.073,4352062.935,18.452883249,18.346169209,77.407644242,-2545.075,3443.71,3931.74,860.93,982.93,0.870,-0.520,93.751,0.683533500,0.008507141,0.002439660,0.729865500,3394505.193,3391960.117,705378429,433
ROVER,24,2932,-1,491.482,-2405.038,-24.554,1093787.867,4352090.456,18.452862903,18.346169209,77.408133745,-2545.167,3448.53,4041.82,862.13,1010.46,1.100,-1.138,89.262,0.711510300,0.013810009,-0.000325880,0.702539860,3394505.168,3391960.001,705380805,433
ROVER,24,3076,-1,518.628,-2392.144,-24.545,1093815.013,4352103.350,18.453320872,18.346169209,77.408363074,-2545.176,3339.95,4093.40,834.99,1023.35,0.733,0.413,-2.783,0.999677660,0.006483670,0.003444891,-0.024303865,3394505.037,3391959.861,705383389,433
ROVER,24,3170,-1,538.083,-2388.073,-24.665,1093834.468,4352107.421,18.453649090,18.346169209,77.408435494,-2545.057,3262.13,4109.68,815.53,1027.42,-0.386,1.008,-69.816,0.820054350,0.002273965,0.009141689,-0.572208100,3394504.948,3391959.891,705384869,433
ROVER,24,3204,-1,543.059,-2390.184,-24.908,1093839.444,4352105.310,18.453733038,18.346169209,77.408397943,-2544.813,3242.22,4101.24,810.56,1025.31,0.868,0.727,-21.080,0.983070500,0.008603335,0.004848192,-0.182961400,3394504.935,3391960.122,705470997,434
ROVER,24,3256,-1,564.776,-2383.322,-24.994,1093861.161,4352112.171,18.454099417,18.346169209,77.408519983,-2544.727,3155.36,4128.69,788.84,1032.17,1.064,-0.230,43.064,0.930165400,0.009372687,0.001543567,0.367017840,3394504.832,3391960.105,705472381,434
ROVER,24,3290,-1,565.191,-2383.134,-25.032,1093861.576,4352112.360,18.454106418,18.346169209,77.408523336,-2544.689,3153.70,4129.44,788.42,1032.36,-0.799,0.874,-79.783,0.767255700,-0.000457523,0.010325967,-0.641258000,3394504.824,3391960.135,705473226,434
ROVER,24,3900,-1,676.301,-2386.452,-26.490,1093972.686,4352109.042,18.455980911,18.346169209,77.408464327,-2543.232,2709.26,4116.17,677.31,1029.04,-1.762,0.405,-69.848,0.819839660,-0.010585761,0.011696676,-0.572375800,3394504.386,3391961.154,705652600,436
ROVER,24,4232,-1,742.732,-2370.617,-29.726,1094039.117,4352124.876,18.457101642,18.346169209,77.408745959,-2539.995,2443.53,4179.51,610.88,1044.88,-4.430,2.938,-75.010,0.793052700,-0.015051103,0.043846980,-0.607386500,3394504.119,3391964.124,705741405,437
ROVER,24,4308,-1,755.174,-2364.699,-30.663,1094051.559,4352130.795,18.457311546,18.346169209,77.408851236,-2539.059,2393.76,4203.18,598.44,1050.80,2.032,5.110,20.528,0.983005050,0.009490020,0.047013090,0.177202820,3394504.064,3391965.005,705917081,439
ROVER,24,4358,-1,759.774,-2363.040,-30.966,1094056.159,4352132.454,18.457389151,18.346169209,77.408880740,-2538.755,2375.36,4209.82,593.84,1052.45,-4.620,0.566,-73.341,0.801541270,-0.029379945,0.028024446,-0.596559350,3394504.049,3391965.294,705917676,439
ROVER,24,4412,-1,774.553,-2361.551,-33.307,1094070.938,4352133.943,18.457638482,18.346169209,77.408907227,-2536.414,2316.25,4215.77,579.06,1053.94,2.703,11.792,-3.832,0.993796500,0.026883869,0.101850350,-0.035668015,3394504.001,3391967.587,706094461,441
ROVER,24,4470,-1,774.798,-2366.810,-33.719,1094071.183,4352128.684,18.457642615,18.346169209,77.408813685,-2536.003,2315.27,4194.74,578.82,1048.68,-10.773,-6.517,-129.572,0.418604430,-0.091126904,0.060684066,-0.901545170,3394504.007,3391968.004,706095204,441
ROVER,24,4516,-1,776.099,-2375.217,-34.107,1094072.484,4352120.277,18.457664564,18.346169209,77.408664152,-2535.614,2310.06,4161.11,577.52,1040.28,-13.118,3.585,-77.323,0.777593100,-0.069734246,0.095591390,-0.617534160,3394504.025,3391968.411,706095918,441
SITE,25,-1,-1,775.910,-2379.967,-34.092,1094072.295,4352115.527,18.457661375,18.346169209,77.408579662,-2535.630,2310.82,4142.11,577.71,1035.53,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394504.036,3391968.406,706099952,441
ROVER,25,94,-1,771.593,-2406.904,-33.574,1094067.978,4352088.590,18.457588545,18.346169209,77.408100553,-2536.147,2328.09,4034.36,582.02,1008.59,-10.857,-3.736,-114.252,0.537479500,-0.078578610,0.061795883,-0.837330500,3394504.111,3391967.964,706272186,443
ROVER,25,214,-1,767.955,-2442.380,-33.725,1094064.340,4352053.114,18.457527169,18.346169209,77.407469563,-2535.996,2342.64,3892.46,585.66,973.11,-11.793,0.300,-89.801,0.704776400,-0.070928834,0.074360380,-0.701947150,3394504.215,3391968.218,706274142,443
ROVER,25,294,-1,773.384,-2460.834,-35.132,1094069.769,4352034.660,18.457618760,18.346169209,77.407141328,-2534.589,2320.92,3818.64,580.23,954.66,-6.132,9.376,-40.876,0.934103800,-0.021447958,0.095091924,-0.343435080,3394504.243,3391969.654,706715746,448
ROVER,25,446,-1,763.092,-2505.999,-34.141,1094059.477,4351989.495,18.457445128,18.346169209,77.406338006,-2535.580,2362.09,3637.98,590.52,909.49,-4.346,-11.719,-170.329,0.079935156,-0.104831660,0.028983625,-0.990848400,3394504.408,3391968.827,706718528,448
SITE,26,-1,-1,766.918,-2508.054,-34.943,1094063.303,4351987.440,18.457509675,18.346169209,77.406301461,-2534.778,2346.79,3629.76,586.70,907.44,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394504.401,3391969.622,706811607,449
ROVER,26,96,-1,789.483,-2509.430,-39.695,1094085.868,4351986.064,18.457890360,18.346169209,77.406276986,-2530.027,2256.53,3624.26,564.13,906.06,-0.720,-13.855,-170.257,0.083545650,-0.120701440,-0.004023675,-0.989158800,3394504.328,3391974.301,707338497,455
ROVER,26,160,-1,793.442,-2496.725,-41.024,1094089.827,4351998.769,18.457957151,18.346169209,77.406502962,-2528.698,2240.69,3675.08,560.17,918.77,12.103,13.365,38.492,0.936515570,0.060705286,0.143767920,0.313981200,3394504.278,3391975.580,707427762,456
ROVER,26,218,-1,796.986,-2497.026,-42.330,1094093.371,4351998.468,18.458016940,18.346169209,77.406497598,-2527.392,2226.52,3673.87,556.63,918.47,-1.304,-15.878,-170.335,0.081864050,-0.138566230,-0.000406151,-0.986963800,3394504.266,3391976.874,707429033,456
ROVER,26,282,-1,801.699,-2500.080,-43.074,1094098.084,4351995.414,18.458096451,18.346169209,77.406443283,-2526.648,2207.66,3661.66,551.92,915.41,9.175,-4.541,111.945,0.554737450,0.077447616,0.044132777,0.827236650,3394504.263,3391977.616,707778354,460
ROVER,26,470,-1,826.469,-2519.797,-45.510,1094122.854,4351975.697,18.458514336,18.346169209,77.406092584,-2524.211,2108.58,3582.79,527.15,895.70,-3.053,3.323,-74.327,0.796765700,-0.003709369,0.039183266,-0.603005300,3394504.233,3391980.022,707780327,460
ROVER,26,522,-1,832.011,-2516.762,-45.809,1094128.396,4351978.732,18.458607833,18.346169209,77.406146564,-2523.912,2086.42,3594.93,521.60,898.73,3.082,1.198,25.421,0.975150600,0.023931682,0.016107583,0.219657020,3394504.206,3391980.294,707867748,461
ROVER,26,630,-1,836.988,-2516.875,-46.417,1094133.373,4351978.618,18.458691798,18.346169209,77.406144552,-2523.304,2066.51,3594.47,516.63,898.62,-9.287,-0.457,-110.099,0.570719100,-0.049633026,0.064074110,-0.817135700,3394504.187,3391980.883,707868803,461
ROVER,26,694,-1,838.609,-2526.470,-46.992,1094134.994,4351969.024,18.458719145,18.346169209,77.405973896,-2522.730,2060.02,3556.09,515.01,889.02,8.069,4.758,28.985,0.965679650,0.057697340,0.057683800,0.246589530,3394504.207,3391981.478,708136142,464
ROVER,26,756,-1,843.020,-2524.284,-47.638,1094139.405,4351971.210,18.458793561,18.346169209,77.406012788,-2522.083,2042.38,3564.84,510.59,891.21,10.450,6.423,29.665,0.962456900,0.073611036,0.077204690,0.249594850,3394504.186,3391982.103,708136758,464
ROVER,26,850,-1,846.715,-2519.383,-48.131,1094143.100,4351976.111,18.458855898,18.346169209,77.406099960,-2521.591,2027.60,3584.45,506.90,896.11,10.853,11.842,30.545,0.957806050,0.063687170,0.123845160,0.251423780,3394504.161,3391982.570,709023549,474
ROVER,26,1004,-1,849.052,-2515.575,-48.869,1094145.437,4351979.919,18.458895325,18.346169209,77.406167686,-2520.853,2018.25,3599.68,504.56,899.92,5.644,12.787,8.434,0.990291200,0.040618770,0.114520320,0.067517740,3394504.140,3391983.287,709292198,477
ROVER,26,1110,-1,839.099,-2523.303,-46.957,1094135.484,4351972.191,18.458727412,18.346169209,77.406030223,-2522.764,2058.06,3568.76,514.52,892.19,-8.838,-0.324,-109.160,0.577663960,-0.046955884,0.061155904,-0.812625050,3394504.199,3391981.435,711420457,501
ROVER,26,1154,-1,837.176,-2527.714,-46.894,1094133.561,4351967.780,18.458694970,18.346169209,77.405951768,-2522.828,2065.76,3551.12,516.44,887.78,-3.708,-8.877,-179.080,0.005493867,-0.077607040,0.031635290,-0.996466800,3394504.214,3391981.386,711420965,501
ROVER,26,1222,-1,834.349,-2529.222,-46.554,1094130.734,4351966.272,18.458647276,18.346169209,77.405924946,-2523.168,2077.06,3545.09,519.27,886.27,-14.090,-1.913,-107.805,0.582978400,-0.085641116,0.089328654,-0.803008200,3394504.231,3391981.063,711504522,502
ROVER,26,1652,-1,816.742,-2450.353,-44.201,1094113.127,4352045.140,18.458350236,18.346169209,77.407327741,-2525.521,2147.49,3860.56,536.87,965.14,-1.877,-5.506,159.593,0.177694857,0.044362407,-0.024609560,0.982777119,3394504.079,3391978.559,714440400,535
ROVER,26,2018,-1,808.787,-2380.156,-43.255,1094105.172,4352115.338,18.458216030,18.346169209,77.408576310,-2526.466,2179.31,4141.35,544.83,1035.34,2.695,-7.883,159.614,0.174909300,0.071786290,0.010929872,0.981903250,3394503.940,3391977.474,714530171,536
